date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:08:58	250/250	---M--	200	added ('OK')	text/plain	date:Tue,%2022%20Apr%202025%2001:08:58%20GMT	https://www.calgaryzoo.com/robots.txt		(from )
18:08:58	110478/110478	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Apr%202025%2001:08:58%20GMT	https://www.calgaryzoo.com/news/investigation-confirms-western-lowland-gorilla-death-an-accident/	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp-Creator/calgaryzoo/www.calgaryzoo.com/news/investigation-confirms-western-lowland-gorilla-death-an-accident/index.html	(from )
18:08:59	151364/151364	---M-Z	200	added ('OK')	text/css	etag:W/%2267f469c4-24f44%22	https://www.calgaryzoo.com/wp-content/themes/theme/dist/assets/main.43dfd6f2.css?ver=6.7.2	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp-Creator/calgaryzoo/www.calgaryzoo.com/wp-content/themes/theme/dist/assets/main.43dfd6f2d1c0.css	(from https://www.calgaryzoo.com/news/investigation-confirms-western-lowland-gorilla-death-an-accident/)
18:08:59	385/385	---M--	200	added ('OK')	image/png	etag:%226517317e-181%22	https://www.calgaryzoo.com/wp-content/uploads/2023/07/cropped-favicon-32x32.png	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp-Creator/calgaryzoo/www.calgaryzoo.com/wp-content/uploads/2023/07/cropped-favicon-32x32.png	(from https://www.calgaryzoo.com/news/investigation-confirms-western-lowland-gorilla-death-an-accident/)
18:08:59	2812/2812	---M--	200	added ('OK')	image/png	etag:%226517317e-afc%22	https://www.calgaryzoo.com/wp-content/uploads/2023/07/cropped-favicon-192x192.png	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp-Creator/calgaryzoo/www.calgaryzoo.com/wp-content/uploads/2023/07/cropped-favicon-192x192.png	(from https://www.calgaryzoo.com/news/investigation-confirms-western-lowland-gorilla-death-an-accident/)
18:08:59	2374/2374	---M--	200	added ('OK')	image/png	etag:%226517317e-946%22	https://www.calgaryzoo.com/wp-content/uploads/2023/07/cropped-favicon-180x180.png	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp-Creator/calgaryzoo/www.calgaryzoo.com/wp-content/uploads/2023/07/cropped-favicon-180x180.png	(from https://www.calgaryzoo.com/news/investigation-confirms-western-lowland-gorilla-death-an-accident/)
18:08:59	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Tue,%2022%20Apr%202025%2001:09:00%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp-Creator/calgaryzoo/www.googletagmanager.com/gtm.45445.delayed	(from https://www.calgaryzoo.com/news/investigation-confirms-western-lowland-gorilla-death-an-accident/)
18:09:00	66053/66053	---M--	200	added ('OK')	image/jpeg	etag:%226517317e-10205%22	https://www.calgaryzoo.com/wp-content/uploads/2023/09/KHS01626-1024x576.jpg	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp-Creator/calgaryzoo/www.calgaryzoo.com/wp-content/uploads/2023/09/KHS01626-1024x576.jpg	(from https://www.calgaryzoo.com/news/investigation-confirms-western-lowland-gorilla-death-an-accident/)
18:09:00	111344/111344	---M--	200	added ('OK')	image/jpeg	etag:%2265d90606-1b2f0%22	https://www.calgaryzoo.com/wp-content/uploads/2024/02/EASTER-2024-High-res-February-21-2024-3-of-6-1024x576.jpg	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp-Creator/calgaryzoo/www.calgaryzoo.com/wp-content/uploads/2024/02/EASTER-2024-High-res-February-21-2024-3-of-6-1024x576.jpg	(from https://www.calgaryzoo.com/news/investigation-confirms-western-lowland-gorilla-death-an-accident/)
18:09:00	101160/101160	---M--	200	added ('OK')	image/jpeg	etag:%2267b22dcb-18b28%22	https://www.calgaryzoo.com/wp-content/uploads/2025/02/DSC_0683-1024x576.jpg	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp-Creator/calgaryzoo/www.calgaryzoo.com/wp-content/uploads/2025/02/DSC_0683-1024x576.jpg	(from https://www.calgaryzoo.com/news/investigation-confirms-western-lowland-gorilla-death-an-accident/)
18:09:00	58261/58261	---M--	200	added ('OK')	image/jpeg	etag:%22663d03ce-e395%22	https://www.calgaryzoo.com/wp-content/uploads/2024/05/20231219-BEL_0364-1024x576.jpg	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp-Creator/calgaryzoo/www.calgaryzoo.com/wp-content/uploads/2024/05/20231219-BEL_0364-1024x576.jpg	(from https://www.calgaryzoo.com/news/investigation-confirms-western-lowland-gorilla-death-an-accident/)
18:09:01	120315/120315	---M--	200	added ('OK')	image/jpeg	etag:%2267ddef55-1d5fb%22	https://www.calgaryzoo.com/wp-content/uploads/2025/03/2760-MKT_WAH-Badge_P6-1-1024x576.jpg	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp-Creator/calgaryzoo/www.calgaryzoo.com/wp-content/uploads/2025/03/2760-MKT_WAH-Badge_P6-1-1024x576.jpg	(from https://www.calgaryzoo.com/news/investigation-confirms-western-lowland-gorilla-death-an-accident/)
18:09:01	122252/122252	---M--	200	added ('OK')	image/jpeg	etag:%226517317e-1dd8c%22	https://www.calgaryzoo.com/wp-content/uploads/2023/08/20220805_WilderInstituteCalgaryZoo_Day2_1486_FIN-1-1024x683.jpg	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp-Creator/calgaryzoo/www.calgaryzoo.com/wp-content/uploads/2023/08/20220805_WilderInstituteCalgaryZoo_Day2_1486_FIN-1-1024x683.jpg	(from https://www.calgaryzoo.com/news/investigation-confirms-western-lowland-gorilla-death-an-accident/)
18:09:01	148050/148050	---M--	200	added ('OK')	image/jpeg	etag:%226517317e-24252%22	https://www.calgaryzoo.com/wp-content/uploads/2023/09/Can-Wilds-Investigation-1024x768.jpg	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp-Creator/calgaryzoo/www.calgaryzoo.com/wp-content/uploads/2023/09/Can-Wilds-Investigation-1024x768.jpg	(from https://www.calgaryzoo.com/news/investigation-confirms-western-lowland-gorilla-death-an-accident/)
18:09:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2022%20Apr%202025%2001:09:02%20GMT	https://www.calgaryzoo.com/news/investigation-confirms-western-lowland-gorilla-death-an-accident/a-bold-new-chapter-begins-in-the-african-savannah	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp-Creator/calgaryzoo/www.calgaryzoo.com/news/investigation-confirms-western-lowland-gorilla-death-an-accident/a-bold-new-chapter-begins-in-the-african-savannah	(from https://www.calgaryzoo.com/news/investigation-confirms-western-lowland-gorilla-death-an-accident/)
18:09:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2022%20Apr%202025%2001:09:02%20GMT	https://www.calgaryzoo.com/news/investigation-confirms-western-lowland-gorilla-death-an-accident/building-a-brighter-future-jayman-built-and-the-zoo-unite-for-conservation	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp-Creator/calgaryzoo/www.calgaryzoo.com/news/investigation-confirms-western-lowland-gorilla-/building-a-brighter-future-jayman-built-and-the-zoo-unite-for-conservation	(from https://www.calgaryzoo.com/news/investigation-confirms-western-lowland-gorilla-death-an-accident/)
18:09:03	32942/32942	---M-Z	200	added ('OK')	application/javascript	etag:%220ad377bfa4db1:0%22	https://go.wordfly.com/dist/js/gadgets-loader.js	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp-Creator/calgaryzoo/go.wordfly.com/dist/js/gadgets-loader.js	(from https://www.calgaryzoo.com/news/investigation-confirms-western-lowland-gorilla-death-an-accident/)
